abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
A new survey in five countries found significant support for stricter air quality regulations and enforcement of existing rules.,2020-06-17T17:02:27+0000,News,453,6,"In 5 Countries, Overwhelming Majorities Want Cleaner Air, Poll Finds",Climate,
Here’s what you need to know at the end of the day.,2020-06-18T22:09:04+0000,briefing,1240,,"DACA, Unemployment, Space Tourism: Your Thursday Evening Briefing",Briefing,
Spike Lee narrates a sequence from his Netflix feature.,2020-06-18T21:52:12+0000,Video,0,,‘Da 5 Bloods’ | Anatomy of a Scene,Movies,
Here’s what you need to know,2020-06-18T19:27:38+0000,briefing,1655,,"China-India Tensions, Beijing Outbreak, Protest Art: Your Friday Briefing",Briefing,
"Americans are eager to have their favorite sports back. But three months after most leagues shut down, there are only loose plans, good intentions and a nervous hope that it doesn’t go wrong.",2020-06-18T06:45:11+0000,News,1606,8,Fans Want Sports. Sports Want Fans. But It’s Not That Simple.,Sports,Baseball
"Many renters anticipated that rents might go down because of the coronavirus, but most landlords have refused to budge.",2020-06-18T09:00:15+0000,News,1607,2,Why Rents Haven’t Dropped in New York City,Real Estate,
"Readers question why the former national security adviser waited until now to make his accusations public. Also: Questions for museums; Tyson Foods, on worker safety; plastics pollution.",2020-06-18T17:54:45+0000,Letter,949,26,The Accusations in John Bolton’s Book About Trump,Opinion,Letters
"There may not be group hikes and s’mores, but that doesn’t mean there won’t be adventure, songs, comedy, art and dance. Here are some programs taking place online.",2020-06-18T20:44:45+0000,News,508,6,"Considering Camp? Bunkmates Are Out, but Creativity Reigns",Arts,
Galleries and museums are getting creative about presenting work online during the coronavirus crisis. Here are two shows worth viewing virtually.,2020-06-17T20:34:54+0000,Review,667,13,2 Art Gallery Shows to Explore From Home,Arts,Art & Design
"If you’ve ever wondered what it would be like to be locked in a cockpit while hijackers bang on its door, this movie from Patrick Vollrath delivers.",2020-06-18T11:00:10+0000,Review,292,12,‘7500’ Review: Claustrophobia and Ethical Dilemmas on a Hijacked Plane,Movies,
"Black-owned businesses have received less from federal stimulus programs, and are more often in hard-hit industries like restaurants or retail.",2020-06-18T09:00:02+0000,Interactive Feature,0,4,Coronavirus Is Hitting Black Business Owners Hardest,U.S.,
Sheriff Mark Lamb said that he believed he was infected at a campaign event on Saturday. He tested positive ahead of a planned meeting with President Trump at the White House this week.,2020-06-18T19:11:10+0000,News,691,6,A Sheriff Who Defied Arizona’s Lockdown Is Infected With the Coronavirus,U.S.,
"Coronavirus killed the new neighborhood’s momentum, but its potential for rebound could be a bellwether for the city’s overall economic health.",2020-06-19T09:00:18+0000,News,1767,1,How Will Hudson Yards Survive the Pandemic?,Real Estate,
Sridhar Ramaswamy once ran Google’s $115 billion advertising arm. But he grew disillusioned and worried that growth was too much of a priority.,2020-06-19T09:00:27+0000,News,1360,,A Former Google Executive Takes Aim at His Old Company With a Start-Up,Technology,
My father and I worked for years at a factory that became a Superfund hazardous-waste site. We’re still feeling the repercussions.,2020-06-19T09:00:33+0000,News,948,,Toxic Ghosts,Well,Live
"The longtime Upper East Side home of Felix G. Rohatyn, who helped rescue New York from insolvency in the 1970s, is coming to market for $22 million.",2020-06-19T12:00:15+0000,Slideshow,0,,A Fifth Avenue Palace for $22 Million,Real Estate,
Portraits of a family adapting to their new reality.,2020-06-19T19:44:42+0000,News,793,,"When Day Care Closed, a Father Rediscovered His Daughter",Parenting,
"Hear tracks by Noname, Anderson .Paak, H.E.R. and others.",2020-06-19T14:26:06+0000,News,939,,"Aretha Franklin’s Unstoppable Faith, and 9 More New Songs",Arts,Music
Plus: Lauren and Cameron’s quarantine life.,2020-06-19T18:00:06+0000,News,264,,Love Letter: Phobic About Father’s Day,Style,
"“Taste the Nation” is her new series on Hulu, with 10 episodes that collectively expand and redefine the meaning of American food.",2020-06-18T18:20:53+0000,News,952,,"Padma Lakshmi Finds a New Voice, Amplifying the Voices of Others",Food,
"Talley talks about his new memoir; Claudia Rankine and Jericho Brown read new poems; and Megha Majumdar discusses her debut novel, “A Burning.”",2020-06-18T18:04:25+0000,News,407,,André Leon Talley on ‘The Chiffon Trenches’,Books,Book Review
"This week’s properties include a four-bedroom in Thornwood, N.Y., and a five-bedroom in Jersey City, N.J.",2020-06-18T13:00:43+0000,News,120,,Homes for Sale in New York and New Jersey,Real Estate,
We’ll soon find out whether the court inflames the culture wars or cools them as its term winds down.,2020-06-18T09:00:20+0000,Op-Ed,1869,,What Does ‘Sex’ Mean? The Supreme Court Answers,Opinion,
Some countries have handled it better than others. Which path will the United States take?,2020-06-18T22:10:04+0000,Op-Ed,1576,,What Have We Learned About Reopening?,Opinion,
"Corrections that appeared in print on Friday, June 19, 2020.",2020-06-19T03:56:49+0000,Correction,222,15,"Corrections: June 19, 2020",Corrections,
Galleries and museums are getting creative about presenting work online during the coronavirus crisis. Here are two shows worth viewing virtually.,2020-06-17T20:34:54+0000,Review,667,13,2 Art Gallery Shows to Explore From Home,Arts,Art & Design
"Black-owned businesses have received less from federal stimulus programs, and are more often in hard-hit industries like restaurants or retail.",2020-06-18T09:00:02+0000,Interactive Feature,0,4,Coronavirus Is Hitting Black Business Owners Hardest,U.S.,
Sheriff Mark Lamb said that he believed he was infected at a campaign event on Saturday. He tested positive ahead of a planned meeting with President Trump at the White House this week.,2020-06-18T19:11:10+0000,News,691,6,A Sheriff Who Defied Arizona’s Lockdown Is Infected With the Coronavirus,U.S.,
"Coronavirus killed the new neighborhood’s momentum, but its potential for rebound could be a bellwether for the city’s overall economic health.",2020-06-19T09:00:18+0000,News,1767,1,How Will Hudson Yards Survive the Pandemic?,Real Estate,
Sridhar Ramaswamy once ran Google’s $115 billion advertising arm. But he grew disillusioned and worried that growth was too much of a priority.,2020-06-19T09:00:27+0000,News,1360,,A Former Google Executive Takes Aim at His Old Company With a Start-Up,Technology,
My father and I worked for years at a factory that became a Superfund hazardous-waste site. We’re still feeling the repercussions.,2020-06-19T09:00:33+0000,News,948,,Toxic Ghosts,Well,Live
"Prosecutors said they were wrong by a minute when they described, in court papers, how long a police officer pinned Mr. Floyd to the ground. Videos show it was at least eight minutes and 15 seconds.",2020-06-19T02:01:19+0000,News,386,18,"8 Minutes, 46 Seconds Became a Symbol in George Floyd’s Death. The Exact Time Is Less Clear.",U.S.,
The company’s orchestra offered prestige and job security. But the pandemic has upended hundreds of lives.,2020-06-19T17:17:56+0000,News,1326,,Opera Has Vanished. So Have Their Dream Jobs at the Met.,Arts,Music
"The German company’s share price has plunged 80 percent, and its longtime chief executive has resigned.",2020-06-19T20:02:25+0000,News,667,,"Wirecard, a Payments Firm, Is Rocked by a Report of a Missing $2 Billion",Business Day,
"Large container ships play an almost incalculable role in the modern economy, responsible for delivering the vast majority of the products we buy. See how one is made.",2020-06-17T15:58:41+0000,Interactive Feature,0,,How Giant Ships Are Built,Business Day,Economy
"Martin Lee, 82, has dedicated his life to bringing democracy to the Chinese territory while working within the system. Now he is under fire from both sides.",2020-06-19T10:21:16+0000,News,1360,10,The ‘Father of Democracy’ Caught Between Hong Kong’s Extremes,World,Asia Pacific
"Brett Hankison blindly fired 10 rounds into a covered door and window, according to a termination letter.",2020-06-19T17:01:36+0000,News,720,16,Louisville Police Move to Fire Officer Involved in Death of Breonna Taylor,U.S.,
Senator Amy Klobuchar of Minnesota was considered a strong contender to be Joe Biden’s running mate until protests over racial justice prompted renewed scrutiny of her former role as a prosecutor.,2020-06-19T02:23:42+0000,News,722,11,Klobuchar Drops Out of Biden’s V.P. Search and Backs Picking a Woman of Color,U.S.,Politics
"The artist Ayana Evans has been making grueling, yet nuanced performances using her own body to help audiences understand what black women often face.",2020-06-19T14:00:12+0000,News,1766,15,What It Takes to Raise a Black Woman Up,Arts,Art & Design
"The financial crisis caused by the coronavirus outbreak has led young people from elsewhere to leave the city, uncertain if they will come back.",2020-06-19T09:00:28+0000,News,1472,6,The Pandemic Sent Young New Yorkers Packing. Will They Return?,New York,
The association’s expanded policy on the Confederate symbol came after the Southeastern Conference urged Mississippi to change its state flag.,2020-06-19T15:46:51+0000,News,869,10,N.C.A.A. Pressures Mississippi on Confederate Emblem on State Flag,Sports,College Football
A new sector-wide study finds programming and creative teams are far more white than the audiences.,2020-06-17T13:00:10+0000,News,891,,Theaters for Young Audiences Say They Need to Be More Diverse,Theater,
"Corrections that appeared in print on Thursday, June 18, 2020.",2020-06-18T00:17:20+0000,Correction,355,21,"Corrections: June 18, 2020",Corrections,
"Many renters anticipated that rents might go down because of the coronavirus, but most landlords have refused to budge.",2020-06-18T09:00:15+0000,News,1607,2,Why Rents Haven’t Dropped in New York City,Real Estate,
A San Francisco-based Malaysian chef is keeping busy during the pandemic with a diverse business model that has allowed her to improvise and generate revenue.,2020-06-19T09:00:31+0000,News,1346,,Food That’s a Business and a Comfort,Business Day,
"Mary Elizabeth Taylor, one of the administration’s highest-ranking African-American officials, said the president’s stance on racial justice was at odds with her core values and convictions.",2020-06-19T15:41:33+0000,News,1091,15,Top State Department Aide Resigns Over Trump’s Response to Racial Unrest,U.S.,Politics
"In one of Europe's most impressive Stone Age burial mounds, researchers found evidence of brother-sister incest that suggests the existence of a ruling elite.",2020-06-17T15:00:20+0000,News,1656,,DNA of ‘Irish Pharaoh’ Sheds Light on Ancient Tomb Builders,Science,
"In 1865, formerly enslaved people were promised 40 acres of land and, later, a mule. More than 150 years since then some politicians are trying to make good on a version of that promise.",2020-06-18T22:15:12+0000,News,1589,10,How Reparations for Slavery Became a 2020 Campaign Issue,U.S.,Politics
